epoch,loss,lr,mean_pred,mean_pred_single_pixel,mean_true,segmentation_single_pixel_binary_accuracy,val_loss,val_mean_pred,val_mean_pred_single_pixel,val_mean_true,val_segmentation_single_pixel_binary_accuracy
0,0.6932746767997742,0.1,0.5009670853614807,0.5000636577606201,0.0,0.3333333432674408,0.6572460055351257,0.47526721358299256,0.47689691185951233,0.1,0.9
1,0.6486732959747314,0.1,0.476882666349411,0.47726067900657654,0.0,1.0,0.6143880188465118,0.4489889681339264,0.44743517637252805,0.1,0.9
2,0.5926405787467957,0.1,0.44959986209869385,0.4471311569213867,0.0,1.0,0.5752056181430817,0.421354204416275,0.4185400903224945,0.1,0.9
3,0.5473573207855225,0.1,0.4220182001590729,0.42151546478271484,0.0,1.0,0.5405073076486587,0.39465841054916384,0.3911542534828186,0.1,0.9
4,0.49581751227378845,0.1,0.3955504298210144,0.39090433716773987,0.0,1.0,0.509588223695755,0.3684952944517136,0.36501398384571077,0.1,0.9
5,0.4534357488155365,0.1,0.36989131569862366,0.36454835534095764,0.0,1.0,0.48167066276073456,0.34352925419807434,0.3397524654865265,0.1,0.9
6,0.42797017097473145,0.1,0.34549978375434875,0.34811821579933167,0.0,1.0,0.45735080242156984,0.32019188702106477,0.3162630498409271,0.1,0.9
7,0.3882569372653961,0.1,0.3226257860660553,0.3216741383075714,0.0,1.0,0.43509292006492617,0.29717773497104644,0.2932113856077194,0.1,0.9
8,0.34791049361228943,0.1,0.3004491925239563,0.29380765557289124,0.0,1.0,0.41507581174373626,0.27484592199325564,0.2709233820438385,0.1,0.9
9,0.32058408856391907,0.1,0.2788182199001312,0.2740821838378906,0.0,1.0,0.3975075125694275,0.2538900822401047,0.24976051598787308,0.1,0.9
10,0.29270246624946594,0.1,0.25848835706710815,0.25346657633781433,0.0,1.0,0.3823311924934387,0.23420618325471879,0.2299237832427025,0.1,0.9
11,0.2674737870693207,0.1,0.23915071785449982,0.23458917438983917,0.0,1.0,0.36912721395492554,0.2156790390610695,0.21101356744766236,0.1,0.9
12,0.23855043947696686,0.1,0.22094561159610748,0.2120722532272339,0.0,1.0,0.35781039893627165,0.19824168235063552,0.19299572408199311,0.1,0.9
13,0.21692906320095062,0.1,0.2040606588125229,0.1949254721403122,0.0,1.0,0.34835255295038225,0.18161081820726394,0.1759774774312973,0.1,0.9
14,0.19688846170902252,0.1,0.18751023709774017,0.1785932034254074,0.0,1.0,0.3408700942993164,0.16628254652023317,0.1603378877043724,0.1,0.9
15,0.1868598312139511,0.1,0.17269118130207062,0.17009954154491425,0.0,1.0,0.3350528284907341,0.15218040645122527,0.14579592645168304,0.1,0.9
16,0.1622314453125,0.1,0.15866313874721527,0.1496366262435913,0.0,1.0,0.3308150827884674,0.1391359731554985,0.13202850073575972,0.1,0.9
17,0.14647452533245087,0.1,0.14602994918823242,0.136207714676857,0.0,1.0,0.3281316965818405,0.1272119551897049,0.11964252740144729,0.1,0.9
18,0.14243663847446442,0.1,0.13441623747348785,0.13266801834106445,0.0,1.0,0.3267584413290024,0.11633162945508957,0.10828803479671478,0.1,0.9
19,0.1244458332657814,0.1,0.12374987453222275,0.11681460589170456,0.0,1.0,0.3266518719494343,0.10630430206656456,0.09772713258862495,0.1,0.9
20,0.11673969775438309,0.1,0.1137080192565918,0.11013535410165787,0.0,1.0,0.3278081201016903,0.0967331051826477,0.0877508781850338,0.1,0.9
21,0.09304284304380417,0.1,0.10434004664421082,0.08874087780714035,0.0,1.0,0.33009199649095533,0.08852547034621239,0.0789945162832737,0.1,0.9
22,0.08517739921808243,0.1,0.09621315449476242,0.08148930221796036,0.0,1.0,0.33354909643530845,0.08080416470766068,0.07078505605459214,0.1,0.9
23,0.07886909693479538,0.1,0.08849916607141495,0.07576087862253189,0.0,1.0,0.33810896053910255,0.07353604063391686,0.06322530508041382,0.1,0.9
24,0.07088572531938553,0.1,0.08154360204935074,0.06833520531654358,0.0,1.0,0.3440124996006489,0.0665747806429863,0.05603638030588627,0.1,0.9
25,0.07604004442691803,0.01,0.07495040446519852,0.07298356294631958,0.0,1.0,0.34465058110654356,0.06592643782496452,0.05535267852246761,0.1,0.9
26,0.07498977333307266,0.01,0.07461818307638168,0.07205033302307129,0.0,1.0,0.3453257385641336,0.06527705043554306,0.05465393699705601,0.1,0.9
27,0.06076119467616081,0.01,0.073756143450737,0.05885252356529236,0.0,1.0,0.3459719352424145,0.06467574089765549,0.05401017591357231,0.1,0.9
28,0.06715118139982224,0.01,0.07324253767728806,0.06491712480783463,0.0,1.0,0.3466566767543554,0.06403404250741004,0.053329364955425264,0.1,0.9
29,0.07675088196992874,0.0009999999,0.07253444939851761,0.07369212061166763,0.0,1.0,0.34672742560505865,0.06396880149841308,0.053260548412799834,0.1,0.9
30,0.06805703788995743,0.0009999999,0.07262338697910309,0.06567666679620743,0.0,1.0,0.34679485484957695,0.06390615552663803,0.05319549255073071,0.1,0.9
31,0.06025901064276695,0.0009999999,0.07242123037576675,0.05836893990635872,0.0,1.0,0.3468605991452932,0.06384558230638504,0.053132176771759985,0.1,0.9
32,0.07321906834840775,0.0009999999,0.07248663157224655,0.07029547542333603,0.0,1.0,0.3469265215098858,0.06378199681639671,0.053067513182759284,0.1,0.9
33,0.06896595656871796,9.999999e-05,0.07246896624565125,0.06654346734285355,0.0,1.0,0.3469331435859203,0.0637757159769535,0.05306107997894287,0.1,0.9
34,0.06958921998739243,9.999999e-05,0.07239801436662674,0.06712836027145386,0.0,1.0,0.34694054797291757,0.06376957371830941,0.053054198250174524,0.1,0.9
35,0.05808889493346214,9.999999e-05,0.07241689413785934,0.056416649371385574,0.0,1.0,0.34694833792746066,0.0637635424733162,0.05304717980325222,0.1,0.9
36,0.07097425311803818,9.999999e-05,0.07240141183137894,0.06842196732759476,0.0,1.0,0.34695477709174155,0.06375737339258195,0.053040885180234906,0.1,0.9
37,0.051769863814115524,9.999999e-06,0.0723629891872406,0.050409216433763504,0.0,1.0,0.34695541150867937,0.06375680565834045,0.053040295094251635,0.1,0.9
38,0.0783802792429924,9.999999e-06,0.07245202362537384,0.07522929459810257,0.0,1.0,0.34695604890584947,0.06375618129968644,0.053039660677313805,0.1,0.9
39,0.06675300002098083,9.999999e-06,0.07240518182516098,0.06455320864915848,0.0,1.0,0.34695672914385794,0.06375554949045181,0.05303899608552456,0.1,0.9
40,0.06611544638872147,9.999999e-06,0.07230266183614731,0.06393829733133316,0.0,1.0,0.3469574302434921,0.06375493109226227,0.05303832963109016,0.1,0.9
41,0.06845775991678238,9.999999e-07,0.0723789855837822,0.06584183126688004,0.0,1.0,0.3469574946910143,0.06375487521290779,0.05303827151656151,0.1,0.9
42,0.06805020570755005,9.999999e-07,0.07247523963451385,0.06555739045143127,0.0,1.0,0.3469575375318527,0.06375481709837913,0.053038216382265094,0.1,0.9
43,0.07051128894090652,9.999999e-07,0.07247718423604965,0.06800960004329681,0.0,1.0,0.34695759452879427,0.06375476717948914,0.053038176521658896,0.1,0.9
44,0.07056199759244919,9.999999e-07,0.07236078381538391,0.06804267317056656,0.0,1.0,0.34695764183998107,0.0637547180056572,0.0530381228774786,0.1,0.9
45,0.05808277800679207,9.999999e-08,0.07224147021770477,0.05640246346592903,0.0,1.0,0.3469576373696327,0.06375471726059914,0.053038119524717334,0.1,0.9
46,0.0835740864276886,9.999999e-08,0.07242515683174133,0.07992231845855713,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812175989151,0.1,0.9
47,0.05786826089024544,9.999999e-08,0.07253065705299377,0.05622002109885216,0.0,1.0,0.346957640349865,0.06375471651554107,0.05303812325000763,0.1,0.9
48,0.07247970253229141,9.999999e-08,0.07229817658662796,0.06979960203170776,0.0,1.0,0.34695763848721983,0.06375471651554107,0.05303812138736248,0.1,0.9
49,0.06551942229270935,9.999999e-09,0.07249903678894043,0.0633823350071907,0.0,1.0,0.34695763923227785,0.06375471651554107,0.05303812213242054,0.1,0.9
50,0.06116975471377373,9.999999e-09,0.07248493283987045,0.05924612656235695,0.0,1.0,0.34695763923227785,0.06375471651554107,0.05303812213242054,0.1,0.9
51,0.061652183532714844,9.999999e-09,0.0723942443728447,0.05976925790309906,0.0,1.0,0.34695763923227785,0.06375471651554107,0.05303812138736248,0.1,0.9
52,0.06834635138511658,9.999999e-09,0.07227346301078796,0.06582164764404297,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
53,0.05386914685368538,9.999999e-10,0.07246392220258713,0.052384812384843826,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
54,0.07633761316537857,9.999999e-10,0.07231957465410233,0.07342173904180527,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
55,0.05450264737010002,9.999999e-10,0.07254470884799957,0.053018491715192795,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
56,0.06256064772605896,9.999999e-10,0.07244916260242462,0.060631513595581055,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
57,0.0688137337565422,9.999999e-11,0.07254230976104736,0.06632863730192184,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
58,0.06526442617177963,9.999999e-11,0.07238464057445526,0.063003771007061,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
59,0.06888411194086075,9.999999e-11,0.07235574722290039,0.06653038412332535,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
60,0.054655496031045914,9.999999e-11,0.07239193469285965,0.053175151348114014,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
61,0.06596292555332184,9.999999e-12,0.07246195524930954,0.06369616836309433,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
62,0.07778673619031906,9.999999e-12,0.07251965254545212,0.07467469573020935,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
63,0.08406442403793335,9.999999e-12,0.07253813743591309,0.08037596195936203,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
64,0.05535208806395531,9.999999e-12,0.07234396785497665,0.053837135434150696,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
65,0.06624381989240646,9.999999e-13,0.0723746120929718,0.06403559446334839,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
66,0.05804868042469025,9.999999e-13,0.07239837944507599,0.056378722190856934,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
67,0.06341560930013657,9.999999e-13,0.07236190885305405,0.06140291690826416,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
68,0.05580601096153259,9.999999e-13,0.07261557132005692,0.05423378944396973,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
69,0.07551600784063339,9.999999e-14,0.07241184264421463,0.0726582333445549,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
70,0.0726180374622345,9.999999e-14,0.07241485267877579,0.06999696046113968,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
71,0.07477643340826035,9.999999e-14,0.0723782405257225,0.07194141298532486,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
72,0.06257980316877365,9.999999e-14,0.0725243091583252,0.06057688966393471,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
73,0.08192514628171921,9.999999e-15,0.07232841104269028,0.07862628251314163,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
74,0.06512898951768875,9.999999e-15,0.07247709482908249,0.06295475363731384,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
75,0.05473896861076355,9.999999e-15,0.0724126473069191,0.053213004022836685,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
76,0.06434668600559235,9.999999e-15,0.07232222706079483,0.062190037220716476,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
77,0.055397748947143555,9.999999e-16,0.07233064621686935,0.053876105695962906,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
78,0.06373170763254166,9.999999e-16,0.07246129959821701,0.06169620528817177,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
79,0.0680072233080864,9.999999e-16,0.07229490578174591,0.06566818058490753,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
80,0.05579766258597374,9.999999e-16,0.07237399369478226,0.05424748733639717,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
81,0.07479957491159439,9.999999e-17,0.0724363774061203,0.07187116146087646,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
82,0.07881387323141098,9.999999e-17,0.07239244878292084,0.0753469243645668,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
83,0.07346522063016891,9.999999e-17,0.07237332314252853,0.07078621536493301,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
84,0.07854150980710983,9.999999e-17,0.07241874188184738,0.07534070312976837,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
85,0.0783173143863678,9.999999e-18,0.07242538034915924,0.07528097182512283,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
86,0.06571076065301895,9.999999e-18,0.0724138393998146,0.06355191767215729,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
87,0.06322329491376877,9.999999e-18,0.07252325862646103,0.06124351918697357,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
88,0.05847977474331856,9.999999e-18,0.0724680945277214,0.056727852672338486,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
89,0.06509757786989212,9.999999e-19,0.0724717378616333,0.06291957199573517,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
90,0.06778901815414429,9.999999e-19,0.07251998782157898,0.06550273299217224,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
91,0.054659437388181686,9.999999e-19,0.07241695374250412,0.05316861346364021,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
92,0.06755561381578445,9.999999e-19,0.07236398011445999,0.0652104988694191,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
93,0.062143947929143906,1e-19,0.07246675342321396,0.060209888964891434,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
94,0.06513450294733047,1e-19,0.07232872396707535,0.0629284679889679,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
95,0.06370358914136887,1e-19,0.07229938358068466,0.061623960733413696,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
96,0.062085628509521484,1e-19,0.0723833292722702,0.06009833887219429,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
97,0.0690670907497406,1e-20,0.07239055633544922,0.06656309962272644,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
98,0.06294224411249161,1e-20,0.07228247076272964,0.06093992665410042,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
99,0.05665617063641548,1e-20,0.0723762959241867,0.05503689870238304,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
100,0.07188242673873901,1e-20,0.07252562791109085,0.06933501362800598,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
101,0.07675301283597946,1e-21,0.07249178737401962,0.07361133396625519,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
102,0.07515034824609756,1e-21,0.07241591066122055,0.07230311632156372,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
103,0.06318717449903488,1e-21,0.07253418117761612,0.06115547940135002,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
104,0.0657050833106041,1e-21,0.07252849638462067,0.06354223936796188,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
105,0.060099486261606216,9.9999997e-23,0.07246957719326019,0.058227747678756714,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
106,0.06094052270054817,9.9999997e-23,0.07255851477384567,0.059045106172561646,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
107,0.05740755796432495,9.9999997e-23,0.07221432030200958,0.05570242181420326,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
108,0.060160305351018906,9.9999997e-23,0.07237065583467484,0.05830933153629303,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
109,0.07498230785131454,1e-23,0.07235594093799591,0.07183370739221573,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
110,0.07635939866304398,1e-23,0.07238466292619705,0.07324504107236862,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
111,0.0676017627120018,1e-23,0.07232705503702164,0.065236896276474,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
112,0.07746117562055588,1e-23,0.0724618136882782,0.07432612031698227,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
113,0.07273475080728531,1e-24,0.07250848412513733,0.06998419761657715,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
114,0.07678093761205673,1e-24,0.07231903076171875,0.07373707741498947,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
115,0.07078442722558975,1e-24,0.07238832861185074,0.06815776973962784,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
116,0.0802362784743309,1e-24,0.07217363268136978,0.07690614461898804,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
117,0.06503808498382568,1e-25,0.07246092706918716,0.06292279809713364,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
118,0.05099473521113396,1e-25,0.07230398058891296,0.04968826472759247,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
119,0.0598495751619339,1e-25,0.07250040024518967,0.057968299835920334,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
120,0.06920017302036285,1e-25,0.07239890098571777,0.06670931726694107,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
121,0.061150431632995605,1e-26,0.07245480269193649,0.05923463776707649,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
122,0.0619247741997242,1e-26,0.07243804633617401,0.0599820651113987,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
123,0.07029979676008224,1e-26,0.07234044373035431,0.06783033162355423,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
124,0.0731600672006607,1e-26,0.07247336953878403,0.07037286460399628,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
125,0.06109713390469551,1e-27,0.07263810932636261,0.059175360947847366,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
126,0.05937745049595833,1e-27,0.07244868576526642,0.05755777284502983,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
127,0.06944625824689865,1e-27,0.07262489199638367,0.06685564666986465,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
128,0.05815635621547699,1e-27,0.07214800268411636,0.05647759139537811,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
129,0.06324486434459686,1e-28,0.07261781394481659,0.06125665083527565,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
130,0.06029346585273743,1e-28,0.0725664421916008,0.05835258960723877,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
131,0.07933463901281357,1e-28,0.07243385165929794,0.07611756026744843,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
132,0.07527333498001099,1e-28,0.07237721979618073,0.07240665704011917,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
133,0.06745681911706924,1e-29,0.07245690375566483,0.06512343138456345,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
134,0.061777565628290176,1e-29,0.07224494963884354,0.05986931920051575,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
135,0.06594330817461014,1e-29,0.07236192375421524,0.06370889395475388,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
136,0.07316718250513077,1e-29,0.07241229712963104,0.07038721442222595,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
137,0.06951434165239334,1e-30,0.07258094102144241,0.06700381636619568,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
138,0.0833817794919014,1e-30,0.07250836491584778,0.07969919592142105,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
139,0.05043529346585274,1e-30,0.07231102883815765,0.04916052520275116,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
140,0.07249514013528824,1e-30,0.07237602770328522,0.06982674449682236,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
141,0.06174957752227783,1e-31,0.07231907546520233,0.05987420305609703,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
142,0.06106317415833473,1e-31,0.07226499170064926,0.059197504073381424,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
143,0.06679194420576096,1e-31,0.07242336124181747,0.06456737965345383,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
144,0.06917592138051987,1e-31,0.07238483428955078,0.06674184650182724,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
145,0.07304813712835312,9.9999995e-33,0.07232140004634857,0.07038149237632751,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
146,0.06280142813920975,9.9999995e-33,0.07243212312459946,0.06071603298187256,0.0,1.0,0.3469576396048069,0.06375471726059914,0.05303812213242054,0.1,0.9
